"","Mean","Std.dev","Skewness","Kurtosis"
"1",178.035936452857,18.5439832377424,0.123001761697065,3.07961057628063
"2",236.578009976471,23.4705926266115,0.0936547063071772,3.15035904235978
"3",183.589268507692,18.496524114944,0.102130954492759,3.08077854568983
"4",222.655004105882,21.2694190928439,0.0296543954146697,3.08566447285769
"5",128.94311458,16.5931662593193,0.134099243193945,3.18467823928288
"6",139.071579872121,20.8179685952042,0.163108696266021,3.12508405771867
"7",63.4451972705882,11.4014875388749,0.136790003364918,3.50557457096947
"8",104.7507568944,12.2809055463231,0.0841210169600201,3.11444797111023
"9",62.6728438533875,13.3230855333167,0.419372219519771,4.15672272840342
"10",108.58786587,13.1562504135313,0.175015005389888,3.0976793287879
